# dt           R           V
  5.4454e+01  2.2072e+09  8.7383e+07
  5.4454e+01 -9.2751e+10 -3.6720e+09
  5.4555e+01  1.0883e+11  4.3005e+09
  5.4555e+01  2.2153e+09  8.7543e+07
  5.4555e+01 -9.3092e+10 -3.6787e+09
  5.4655e+01  1.0923e+11  4.3084e+09
  5.4655e+01  2.2235e+09  8.7704e+07
  5.4655e+01 -9.3434e+10 -3.6855e+09
  5.4755e+01  1.0963e+11  4.3163e+09
  5.4755e+01  2.2316e+09  8.7865e+07
  5.4755e+01 -9.3777e+10 -3.6922e+09
  5.4855e+01  1.1003e+11  4.3242e+09
  5.4855e+01  2.2398e+09  8.8025e+07
  5.4855e+01 -9.4120e+10 -3.6990e+09
  5.4955e+01  1.1043e+11  4.3320e+09
  5.4955e+01  2.2480e+09  8.8186e+07
  5.4955e+01 -9.4464e+10 -3.7057e+09
  5.5055e+01  1.1083e+11  4.3399e+09
  5.5055e+01  2.2562e+09  8.8346e+07
  5.5055e+01 -9.4808e+10 -3.7125e+09
  5.5155e+01  1.1123e+11  4.3478e+09
  5.5155e+01  2.2644e+09  8.8507e+07
  5.5155e+01 -9.5153e+10 -3.7192e+09
  5.5255e+01  1.1164e+11  4.3557e+09
  5.5255e+01  2.2726e+09  8.8668e+07
  5.5255e+01 -9.5499e+10 -3.7260e+09
  5.5355e+01  1.1204e+11  4.3636e+09
  5.5355e+01  2.2808e+09  8.8828e+07
  5.5355e+01 -9.5845e+10 -3.7327e+09
  5.5455e+01  1.1245e+11  4.3715e+09
  5.5455e+01  2.2891e+09  8.8989e+07
  5.5455e+01 -9.6192e+10 -3.7395e+09
  5.5556e+01  1.1286e+11  4.3794e+09
  5.5556e+01  2.2974e+09  8.9150e+07
  5.5556e+01 -9.6540e+10 -3.7462e+09
  5.5656e+01  1.1326e+11  4.3873e+09
  5.5656e+01  2.3056e+09  8.9310e+07
  5.5656e+01 -9.6888e+10 -3.7530e+09
  5.5756e+01  1.1367e+11  4.3952e+09
  5.5756e+01  2.3140e+09  8.9471e+07
  5.5756e+01 -9.7237e+10 -3.7597e+09
  5.5856e+01  1.1408e+11  4.4031e+09
  5.5856e+01  2.3223e+09  8.9631e+07
  5.5856e+01 -9.7586e+10 -3.7665e+09
  5.5956e+01  1.1449e+11  4.4109e+09
  5.5956e+01  2.3306e+09  8.9792e+07
  5.5956e+01 -9.7936e+10 -3.7732e+09
  5.6056e+01  1.1490e+11  4.4188e+09
  5.6056e+01  2.3389e+09  8.9953e+07
  5.6056e+01 -9.8287e+10 -3.7800e+09
  5.6156e+01  1.1531e+11  4.4267e+09
  5.6156e+01  2.3473e+09  9.0113e+07
  5.6156e+01 -9.8638e+10 -3.7867e+09
  5.6256e+01  1.1572e+11  4.4346e+09
  5.6256e+01  2.3557e+09  9.0274e+07
  5.6256e+01 -9.8990e+10 -3.7935e+09
  5.6356e+01  1.1613e+11  4.4425e+09
  5.6356e+01  2.3641e+09  9.0435e+07
  5.6356e+01 -9.9343e+10 -3.8002e+09
  5.6456e+01  1.1655e+11  4.4504e+09
  5.6456e+01  2.3725e+09  9.0595e+07
  5.6456e+01 -9.9696e+10 -3.8070e+09
  5.6557e+01  1.1696e+11  4.4583e+09
  5.6557e+01  2.3809e+09  9.0756e+07
  5.6557e+01 -1.0005e+11 -3.8137e+09
  5.6657e+01  1.1737e+11  4.4662e+09
  5.6657e+01  2.3893e+09  9.0917e+07
  5.6657e+01 -1.0040e+11 -3.8205e+09
  5.6757e+01  1.1779e+11  4.4741e+09
  5.6757e+01  2.3978e+09  9.1077e+07
  5.6757e+01 -1.0076e+11 -3.8272e+09
  5.6857e+01  1.1820e+11  4.4820e+09
  5.6857e+01  2.4062e+09  9.1238e+07
  5.6857e+01 -1.0112e+11 -3.8340e+09
  5.6957e+01  1.1862e+11  4.4899e+09
  5.6957e+01  2.4147e+09  9.1398e+07
  5.6957e+01 -1.0147e+11 -3.8407e+09
  5.7057e+01  1.1904e+11  4.4977e+09
  5.7057e+01  2.4232e+09  9.1559e+07
  5.7057e+01 -1.0183e+11 -3.8475e+09
  5.7157e+01  1.1946e+11  4.5056e+09
  5.7157e+01  2.4317e+09  9.1720e+07
  5.7157e+01 -1.0219e+11 -3.8542e+09
  5.7257e+01  1.1988e+11  4.5135e+09
  5.7257e+01  2.4403e+09  9.1880e+07
  5.7257e+01 -1.0254e+11 -3.8610e+09
  5.7357e+01  1.2029e+11  4.5214e+09
  5.7357e+01  2.4488e+09  9.2041e+07
  5.7357e+01 -1.0290e+11 -3.8677e+09
  5.7457e+01  1.2071e+11  4.5293e+09
  5.7457e+01  2.4574e+09  9.2202e+07
  5.7457e+01 -1.0326e+11 -3.8745e+09
  5.7558e+01  1.2114e+11  4.5372e+09
  5.7558e+01  2.4659e+09  9.2362e+07
  5.7558e+01 -1.0362e+11 -3.8812e+09
  5.7658e+01  1.2156e+11  4.5451e+09
  5.7658e+01  2.4745e+09  9.2523e+07
  5.7658e+01 -1.0398e+11 -3.8880e+09
  5.7758e+01  1.2198e+11  4.5530e+09
  5.7758e+01  2.4831e+09  9.2683e+07
  5.7758e+01 -1.0434e+11 -3.8947e+09
  5.7858e+01  1.2240e+11  4.5609e+09
  5.7858e+01  2.4917e+09  9.2844e+07
  5.7858e+01 -1.0471e+11 -3.9015e+09
  5.7958e+01  1.2283e+11  4.5688e+09
  5.7958e+01  2.5003e+09  9.3005e+07
  5.7958e+01 -1.0507e+11 -3.9082e+09
  5.8058e+01  1.2325e+11  4.5767e+09
  5.8058e+01  2.5090e+09  9.3165e+07
  5.8058e+01 -1.0543e+11 -3.9150e+09
  5.8158e+01  1.2368e+11  4.5845e+09
  5.8158e+01  2.5177e+09  9.3326e+07
  5.8158e+01 -1.0580e+11 -3.9217e+09
  5.8258e+01  1.2410e+11  4.5924e+09
  5.8258e+01  2.5263e+09  9.3487e+07
  5.8258e+01 -1.0616e+11 -3.9285e+09
  5.8358e+01  1.2453e+11  4.6003e+09
  5.8358e+01  2.5350e+09  9.3647e+07
  5.8358e+01 -1.0653e+11 -3.9352e+09
  5.8458e+01  1.2496e+11  4.6082e+09
  5.8458e+01  2.5437e+09  9.3808e+07
  5.8458e+01 -1.0689e+11 -3.9420e+09
  5.8559e+01  1.2539e+11  4.6161e+09
  5.8559e+01  2.5524e+09  9.3969e+07
  5.8559e+01 -1.0726e+11 -3.9487e+09
  5.8659e+01  1.2582e+11  4.6240e+09
  5.8659e+01  2.5612e+09  9.4129e+07
  5.8659e+01 -1.0763e+11 -3.9555e+09
  5.8759e+01  1.2624e+11  4.6319e+09
  5.8759e+01  2.5699e+09  9.4290e+07
  5.8759e+01 -1.0799e+11 -3.9622e+09
  5.8859e+01  1.2668e+11  4.6398e+09
  5.8859e+01  2.5787e+09  9.4450e+07
  5.8859e+01 -1.0836e+11 -3.9690e+09
  5.8959e+01  1.2711e+11  4.6477e+09
  5.8959e+01  2.5875e+09  9.4611e+07
  5.8959e+01 -1.0873e+11 -3.9757e+09
  5.9059e+01  1.2754e+11  4.6556e+09
  5.9059e+01  2.5963e+09  9.4772e+07
  5.9059e+01 -1.0910e+11 -3.9825e+09
  5.9159e+01  1.2797e+11  4.6635e+09
  5.9159e+01  2.6051e+09  9.4932e+07
  5.9159e+01 -1.0947e+11 -3.9892e+09
  5.9259e+01  1.2840e+11  4.6713e+09
  5.9259e+01  2.6139e+09  9.5093e+07
  5.9259e+01 -1.0984e+11 -3.9960e+09
  5.9359e+01  1.2884e+11  4.6792e+09
  5.9359e+01  2.6227e+09  9.5254e+07
  5.9359e+01 -1.1021e+11 -4.0027e+09
  5.9459e+01  1.2927e+11  4.6871e+09
  5.9459e+01  2.6316e+09  9.5414e+07
  5.9459e+01 -1.1058e+11 -4.0095e+09
  5.9560e+01  1.2971e+11  4.6950e+09
  5.9560e+01  2.6404e+09  9.5575e+07
  5.9560e+01 -1.1096e+11 -4.0162e+09
  5.9660e+01  1.3015e+11  4.7029e+09
  5.9660e+01  2.6493e+09  9.5735e+07
  5.9660e+01 -1.1133e+11 -4.0230e+09
  5.9760e+01  1.3058e+11  4.7108e+09
  5.9760e+01  2.6582e+09  9.5896e+07
  5.9760e+01 -1.1170e+11 -4.0297e+09
  5.9860e+01  1.3102e+11  4.7187e+09
  5.9860e+01  2.6671e+09  9.6057e+07
  5.9860e+01 -1.1208e+11 -4.0365e+09
  5.9960e+01  1.3146e+11  4.7266e+09
  5.9960e+01  2.6761e+09  9.6217e+07
  5.9960e+01 -1.1245e+11 -4.0432e+09
  6.0060e+01  1.3190e+11  4.7345e+09
  6.0060e+01  2.6850e+09  9.6378e+07
  6.0060e+01 -1.1283e+11 -4.0500e+09
  6.0160e+01  1.3234e+11  4.7424e+09
  6.0160e+01  2.6940e+09  9.6539e+07
  6.0160e+01 -1.1321e+11 -4.0567e+09
  6.0260e+01  1.3278e+11  4.7503e+09
  6.0260e+01  2.7029e+09  9.6699e+07
  6.0260e+01 -1.1358e+11 -4.0635e+09
  6.0360e+01  1.3322e+11  4.7581e+09
  6.0360e+01  2.7119e+09  9.6860e+07
  6.0360e+01 -1.1396e+11 -4.0702e+09
  6.0460e+01  1.3366e+11  4.7660e+09
  6.0460e+01  2.7209e+09  9.7020e+07
  6.0460e+01 -1.1434e+11 -4.0770e+09
  6.0561e+01  1.3411e+11  4.7739e+09
  6.0561e+01  2.7299e+09  9.7181e+07
  6.0561e+01 -1.1472e+11 -4.0837e+09
  6.0661e+01  1.3455e+11  4.7818e+09
  6.0661e+01  2.7390e+09  9.7342e+07
  6.0661e+01 -1.1510e+11 -4.0905e+09
  6.0761e+01  1.3499e+11  4.7897e+09
  6.0761e+01  2.7480e+09  9.7502e+07
  6.0761e+01 -1.1548e+11 -4.0972e+09
  6.0861e+01  1.3544e+11  4.7976e+09
  6.0861e+01  2.7571e+09  9.7663e+07
  6.0861e+01 -1.1586e+11 -4.1040e+09
  6.0961e+01  1.3589e+11  4.8055e+09
  6.0961e+01  2.7662e+09  9.7824e+07
  6.0961e+01 -1.1624e+11 -4.1107e+09
  6.1061e+01  1.3633e+11  4.8134e+09
  6.1061e+01  2.7753e+09  9.7984e+07
  6.1061e+01 -1.1662e+11 -4.1175e+09
  6.1161e+01  1.3678e+11  4.8213e+09
  6.1161e+01  2.7844e+09  9.8145e+07
  6.1161e+01 -1.1700e+11 -4.1242e+09
  6.1261e+01  1.3723e+11  4.8292e+09
  6.1261e+01  2.7935e+09  9.8306e+07
  6.1261e+01 -1.1739e+11 -4.1310e+09
  6.1361e+01  1.3768e+11  4.8371e+09
  6.1361e+01  2.8026e+09  9.8466e+07
  6.1361e+01 -1.1777e+11 -4.1377e+09
  6.1461e+01  1.3813e+11  4.8449e+09
  6.1461e+01  2.8118e+09  9.8627e+07
  6.1461e+01 -1.1816e+11 -4.1445e+09
  6.1562e+01  1.3858e+11  4.8528e+09
  6.1562e+01  2.8209e+09  9.8787e+07
  6.1562e+01 -1.1854e+11 -4.1512e+09
  6.1662e+01  1.3903e+11  4.8607e+09
  6.1662e+01  2.8301e+09  9.8948e+07
  6.1662e+01 -1.1893e+11 -4.1580e+09
  6.1762e+01  1.3948e+11  4.8686e+09
  6.1762e+01  2.8393e+09  9.9109e+07
  6.1762e+01 -1.1931e+11 -4.1647e+09
  6.1862e+01  1.3993e+11  4.8765e+09
  6.1862e+01  2.8485e+09  9.9269e+07
  6.1862e+01 -1.1970e+11 -4.1715e+09
  6.1962e+01  1.4038e+11  4.8844e+09
  6.1962e+01  2.8578e+09  9.9430e+07
  6.1962e+01 -1.2009e+11 -4.1782e+09
  6.2062e+01  1.4084e+11  4.8923e+09
  6.2062e+01  2.8670e+09  9.9591e+07
  6.2062e+01 -1.2048e+11 -4.1850e+09
  6.2162e+01  1.4129e+11  4.9002e+09
  6.2162e+01  2.8763e+09  9.9751e+07
  6.2162e+01 -1.2087e+11 -4.1917e+09
  6.2262e+01  1.4175e+11  4.9081e+09
  6.2262e+01  2.8855e+09  9.9912e+07
  6.2262e+01 -1.2126e+11 -4.1985e+09
  6.2362e+01  1.4220e+11  4.9160e+09
  6.2362e+01  2.8948e+09  1.0007e+08
  6.2362e+01 -1.2165e+11 -4.2052e+09
  6.2462e+01  1.4266e+11  4.9239e+09
  6.2462e+01  2.9041e+09  1.0023e+08
  6.2462e+01 -1.2204e+11 -4.2120e+09
  6.2563e+01  1.4312e+11  4.9317e+09
  6.2563e+01  2.9134e+09  1.0039e+08
  6.2563e+01 -1.2243e+11 -4.2187e+09
  6.2663e+01  1.4358e+11  4.9396e+09
  6.2663e+01  2.9228e+09  1.0055e+08
  6.2663e+01 -1.2282e+11 -4.2255e+09
  6.2763e+01  1.4404e+11  4.9475e+09
  6.2763e+01  2.9321e+09  1.0071e+08
  6.2763e+01 -1.2321e+11 -4.2322e+09
  6.2863e+01  1.4450e+11  4.9554e+09
  6.2863e+01  2.9415e+09  1.0088e+08
  6.2863e+01 -1.2361e+11 -4.2390e+09
  6.2963e+01  1.4496e+11  4.9633e+09
  6.2963e+01  2.9508e+09  1.0104e+08
  6.2963e+01 -1.2400e+11 -4.2457e+09
  6.3063e+01  1.4542e+11  4.9712e+09
  6.3063e+01  2.9602e+09  1.0120e+08
  6.3063e+01 -1.2439e+11 -4.2525e+09
  6.3163e+01  1.4588e+11  4.9791e+09
  6.3163e+01  2.9696e+09  1.0136e+08
  6.3163e+01 -1.2479e+11 -4.2592e+09
  6.3263e+01  1.4634e+11  4.9870e+09
  6.3263e+01  2.9790e+09  1.0152e+08
  6.3263e+01 -1.2519e+11 -4.2660e+09
  6.3363e+01  1.4681e+11  4.9949e+09
  6.3363e+01  2.9885e+09  1.0168e+08
  6.3363e+01 -1.2558e+11 -4.2727e+09
  6.3463e+01  1.4727e+11  5.0028e+09
  6.3463e+01  2.9979e+09  1.0184e+08
  6.3463e+01 -1.2598e+11 -4.2795e+09
  6.3564e+01  1.4774e+11  5.0106e+09
  6.3564e+01  3.0074e+09  1.0200e+08
  6.3564e+01 -1.2638e+11 -4.2862e+09
  6.3664e+01  1.4820e+11  5.0185e+09
  6.3664e+01  3.0169e+09  1.0216e+08
  6.3664e+01 -1.2678e+11 -4.2930e+09
  6.3764e+01  1.4867e+11  5.0264e+09
  6.3764e+01  3.0264e+09  1.0232e+08
  6.3764e+01 -1.2717e+11 -4.2997e+09
  6.3864e+01  1.4913e+11  5.0343e+09
  6.3864e+01  3.0359e+09  1.0248e+08
  6.3864e+01 -1.2757e+11 -4.3065e+09
  6.3964e+01  1.4960e+11  5.0422e+09
  6.3964e+01  3.0454e+09  1.0264e+08
  6.3964e+01 -1.2797e+11 -4.3132e+09
  6.4064e+01  1.5007e+11  5.0501e+09
  6.4064e+01  3.0549e+09  1.0280e+08
  6.4064e+01 -1.2837e+11 -4.3200e+09
  6.4164e+01  1.5054e+11  5.0580e+09
  6.4164e+01  3.0645e+09  1.0296e+08
  6.4164e+01 -1.2878e+11 -4.3267e+09
  6.4264e+01  1.5101e+11  5.0659e+09
  6.4264e+01  3.0741e+09  1.0312e+08
  6.4264e+01 -1.2918e+11 -4.3335e+09
  6.4364e+01  1.5148e+11  5.0738e+09
  6.4364e+01  3.0837e+09  1.0329e+08
  6.4364e+01 -1.2958e+11 -4.3402e+09
  6.4464e+01  1.5195e+11  5.0817e+09
  6.4464e+01  3.0933e+09  1.0345e+08
  6.4464e+01 -1.2998e+11 -4.3470e+09
  6.4565e+01  1.5243e+11  5.0896e+09
  6.4565e+01  3.1029e+09  1.0361e+08
  6.4565e+01 -1.3039e+11 -4.3537e+09
  6.4665e+01  1.5290e+11  5.0974e+09
  6.4665e+01  3.1125e+09  1.0377e+08
  6.4665e+01 -1.3079e+11 -4.3605e+09
  6.4765e+01  1.5337e+11  5.1053e+09
  6.4765e+01  3.1221e+09  1.0393e+08
  6.4765e+01 -1.3120e+11 -4.3672e+09
  6.4865e+01  1.5385e+11  5.1132e+09
  6.4865e+01  3.1318e+09  1.0409e+08
  6.4865e+01 -1.3160e+11 -4.3740e+09
  6.4965e+01  1.5432e+11  5.1211e+09
  6.4965e+01  3.1415e+09  1.0425e+08
  6.4965e+01 -1.3201e+11 -4.3807e+09
  6.5065e+01  1.5480e+11  5.1290e+09
  6.5065e+01  3.1512e+09  1.0441e+08
  6.5065e+01 -1.3242e+11 -4.3875e+09
  6.5165e+01  1.5527e+11  5.1369e+09
  6.5165e+01  3.1609e+09  1.0457e+08
  6.5165e+01 -1.3283e+11 -4.3942e+09
  6.5265e+01  1.5575e+11  5.1448e+09
  6.5265e+01  3.1706e+09  1.0473e+08
  6.5265e+01 -1.3323e+11 -4.4010e+09
  6.5365e+01  1.5623e+11  5.1527e+09
  6.5365e+01  3.1803e+09  1.0489e+08
  6.5365e+01 -1.3364e+11 -4.4077e+09
  6.5465e+01  1.5671e+11  5.1606e+09
  6.5465e+01  3.1901e+09  1.0505e+08
  6.5465e+01 -1.3405e+11 -4.4145e+09
  6.5566e+01  1.5719e+11  5.1685e+09
  6.5566e+01  3.1998e+09  1.0521e+08
  6.5566e+01 -1.3446e+11 -4.4212e+09
  6.5666e+01  1.5767e+11  5.1764e+09
  6.5666e+01  3.2096e+09  1.0537e+08
  6.5666e+01 -1.3487e+11 -4.4280e+09
  6.5766e+01  1.5815e+11  5.1842e+09
  6.5766e+01  3.2194e+09  1.0553e+08
  6.5766e+01 -1.3529e+11 -4.4347e+09
  6.5866e+01  1.5863e+11  5.1921e+09
  6.5866e+01  3.2292e+09  1.0569e+08
  6.5866e+01 -1.3570e+11 -4.4415e+09
  6.5966e+01  1.5911e+11  5.2000e+09
  6.5966e+01  3.2390e+09  1.0586e+08
  6.5966e+01 -1.3611e+11 -4.4482e+09
  6.6066e+01  1.5960e+11  5.2079e+09
  6.6066e+01  3.2489e+09  1.0602e+08
  6.6066e+01 -1.3652e+11 -4.4550e+09
  6.6166e+01  1.6008e+11  5.2158e+09
  6.6166e+01  3.2587e+09  1.0618e+08
  6.6166e+01 -1.3694e+11 -4.4617e+09
  6.6266e+01  1.6057e+11  5.2237e+09
  6.6266e+01  3.2686e+09  1.0634e+08
  6.6266e+01 -1.3735e+11 -4.4685e+09
  6.6366e+01  1.6105e+11  5.2316e+09
  6.6366e+01  3.2785e+09  1.0650e+08
  6.6366e+01 -1.3777e+11 -4.4752e+09
  6.6466e+01  1.6154e+11  5.2395e+09
  6.6466e+01  3.2884e+09  1.0666e+08
  6.6466e+01 -1.3818e+11 -4.4820e+09
  6.6567e+01  1.6202e+11  5.2474e+09
  6.6567e+01  3.2983e+09  1.0682e+08
  6.6567e+01 -1.3860e+11 -4.4887e+09
  6.6667e+01  1.6251e+11  5.2553e+09
  6.6667e+01  3.3082e+09  1.0698e+08
  6.6667e+01 -1.3902e+11 -4.4955e+09
  6.6767e+01  1.6300e+11  5.2632e+09
  6.6767e+01  3.3181e+09  1.0714e+08
  6.6767e+01 -1.3943e+11 -4.5022e+09
  6.6867e+01  1.6349e+11  5.2710e+09
  6.6867e+01  3.3281e+09  1.0730e+08
  6.6867e+01 -1.3985e+11 -4.5090e+09
  6.6967e+01  1.6398e+11  5.2789e+09
  6.6967e+01  3.3381e+09  1.0746e+08
  6.6967e+01 -1.4027e+11 -4.5157e+09
  6.7067e+01  1.6447e+11  5.2868e+09
  6.7067e+01  3.3481e+09  1.0762e+08
  6.7067e+01 -1.4069e+11 -4.5225e+09
  6.7167e+01  1.6496e+11  5.2947e+09
  6.7167e+01  3.3581e+09  1.0778e+08
  6.7167e+01 -1.4111e+11 -4.5292e+09
  6.7267e+01  1.6545e+11  5.3026e+09
  6.7267e+01  3.3681e+09  1.0794e+08
  6.7267e+01 -1.4153e+11 -4.5360e+09
  6.7367e+01  1.6595e+11  5.3105e+09
  6.7367e+01  3.3781e+09  1.0810e+08
  6.7367e+01 -1.4195e+11 -4.5427e+09
  6.7467e+01  1.6644e+11  5.3184e+09
  6.7467e+01  3.3882e+09  1.0826e+08
  6.7467e+01 -1.4238e+11 -4.5495e+09
  6.7568e+01  1.6693e+11  5.3263e+09
  6.7568e+01  3.3982e+09  1.0843e+08
  6.7568e+01 -1.4280e+11 -4.5562e+09
  6.7668e+01  1.6743e+11  5.3342e+09
  6.7668e+01  3.4083e+09  1.0859e+08
  6.7668e+01 -1.4322e+11 -4.5630e+09
  6.7768e+01  1.6792e+11  5.3421e+09
  6.7768e+01  3.4184e+09  1.0875e+08
  6.7768e+01 -1.4365e+11 -4.5697e+09
  6.7868e+01  1.6842e+11  5.3500e+09
  6.7868e+01  3.4285e+09  1.0891e+08
  6.7868e+01 -1.4407e+11 -4.5765e+09
  6.7968e+01  1.6892e+11  5.3578e+09
  6.7968e+01  3.4386e+09  1.0907e+08
  6.7968e+01 -1.4450e+11 -4.5832e+09
  6.8068e+01  1.6942e+11  5.3657e+09
  6.8068e+01  3.4487e+09  1.0923e+08
  6.8068e+01 -1.4492e+11 -4.5900e+09
  6.8168e+01  1.6991e+11  5.3736e+09
  6.8168e+01  3.4589e+09  1.0939e+08
  6.8168e+01 -1.4535e+11 -4.5967e+09
  6.8268e+01  1.7041e+11  5.3815e+09
  6.8268e+01  3.4691e+09  1.0955e+08
  6.8268e+01 -1.4578e+11 -4.6035e+09
  6.8368e+01  1.7091e+11  5.3894e+09
  6.8368e+01  3.4792e+09  1.0971e+08
  6.8368e+01 -1.4620e+11 -4.6102e+09
  6.8468e+01  1.7142e+11  5.3973e+09
  6.8468e+01  3.4894e+09  1.0987e+08
  6.8468e+01 -1.4663e+11 -4.6170e+09
  6.8569e+01  1.7192e+11  5.4052e+09
  6.8569e+01  3.4997e+09  1.1003e+08
  6.8569e+01 -1.4706e+11 -4.6237e+09
  6.8669e+01  1.7242e+11  5.4131e+09
  6.8669e+01  3.5099e+09  1.1019e+08
  6.8669e+01 -1.4749e+11 -4.6305e+09
  6.8769e+01  1.7292e+11  5.4210e+09
  6.8769e+01  3.5201e+09  1.1035e+08
  6.8769e+01 -1.4792e+11 -4.6372e+09
  6.8869e+01  1.7343e+11  5.4289e+09
  6.8869e+01  3.5304e+09  1.1051e+08
  6.8869e+01 -1.4835e+11 -4.6440e+09
  6.8969e+01  1.7393e+11  5.4368e+09
  6.8969e+01  3.5406e+09  1.1067e+08
  6.8969e+01 -1.4878e+11 -4.6507e+09
  6.9069e+01  1.7444e+11  5.4446e+09
  6.9069e+01  3.5509e+09  1.1083e+08
  6.9069e+01 -1.4922e+11 -4.6575e+09
  6.9169e+01  1.7494e+11  5.4525e+09
  6.9169e+01  3.5612e+09  1.1100e+08
  6.9169e+01 -1.4965e+11 -4.6642e+09
  6.9269e+01  1.7545e+11  5.4604e+09
  6.9269e+01  3.5715e+09  1.1116e+08
  6.9269e+01 -1.5008e+11 -4.6710e+09
  6.9369e+01  1.7596e+11  5.4683e+09
  6.9369e+01  3.5819e+09  1.1132e+08
  6.9369e+01 -1.5052e+11 -4.6777e+09
  6.9469e+01  1.7646e+11  5.4762e+09
  6.9469e+01  3.5922e+09  1.1148e+08
  6.9469e+01 -1.5095e+11 -4.6845e+09
  6.9570e+01  1.7697e+11  5.4841e+09
  6.9570e+01  3.6026e+09  1.1164e+08
  6.9570e+01 -1.5139e+11 -4.6912e+09
  6.9670e+01  1.7748e+11  5.4920e+09
  6.9670e+01  3.6130e+09  1.1180e+08
  6.9670e+01 -1.5182e+11 -4.6980e+09
  6.9770e+01  1.7799e+11  5.4999e+09
  6.9770e+01  3.6233e+09  1.1196e+08
  6.9770e+01 -1.5226e+11 -4.7047e+09
  6.9870e+01  1.7850e+11  5.5078e+09
  6.9870e+01  3.6337e+09  1.1212e+08
  6.9870e+01 -1.5270e+11 -4.7115e+09
  6.9970e+01  1.7902e+11  5.5157e+09
  6.9970e+01  3.6442e+09  1.1228e+08
  6.9970e+01 -1.5313e+11 -4.7182e+09
  7.0070e+01  1.7953e+11  5.5236e+09
  7.0070e+01  3.6546e+09  1.1244e+08
  7.0070e+01 -1.5357e+11 -4.7250e+09
  7.0170e+01  1.8004e+11  5.5314e+09
  7.0170e+01  3.6650e+09  1.1260e+08
  7.0170e+01 -1.5401e+11 -4.7317e+09
  7.0270e+01  1.8056e+11  5.5393e+09
  7.0270e+01  3.6755e+09  1.1276e+08
  7.0270e+01 -1.5445e+11 -4.7385e+09
  7.0370e+01  1.8107e+11  5.5472e+09
  7.0370e+01  3.6860e+09  1.1292e+08
  7.0370e+01 -1.5489e+11 -4.7452e+09
  7.0470e+01  1.8159e+11  5.5551e+09
  7.0470e+01  3.6965e+09  1.1308e+08
  7.0470e+01 -1.5533e+11 -4.7520e+09
  7.0571e+01  1.8210e+11  5.5630e+09
  7.0571e+01  3.7070e+09  1.1324e+08
  7.0571e+01 -1.5578e+11 -4.7587e+09
  7.0671e+01  1.8262e+11  5.5709e+09
  7.0671e+01  3.7175e+09  1.1340e+08
  7.0671e+01 -1.5622e+11 -4.7655e+09
  7.0771e+01  1.8314e+11  5.5788e+09
  7.0771e+01  3.7281e+09  1.1357e+08
  7.0771e+01 -1.5666e+11 -4.7722e+09
  7.0871e+01  1.8366e+11  5.5867e+09
  7.0871e+01  3.7386e+09  1.1373e+08
  7.0871e+01 -1.5710e+11 -4.7790e+09
  7.0971e+01  1.8417e+11  5.5946e+09
  7.0971e+01  3.7492e+09  1.1389e+08
  7.0971e+01 -1.5755e+11 -4.7857e+09
  7.1071e+01  1.8469e+11  5.6025e+09
  7.1071e+01  3.7598e+09  1.1405e+08
  7.1071e+01 -1.5799e+11 -4.7925e+09
  7.1171e+01  1.8522e+11  5.6103e+09
  7.1171e+01  3.7704e+09  1.1421e+08
  7.1171e+01 -1.5844e+11 -4.7992e+09
  7.1271e+01  1.8574e+11  5.6182e+09
  7.1271e+01  3.7810e+09  1.1437e+08
  7.1271e+01 -1.5888e+11 -4.8060e+09
  7.1371e+01  1.8626e+11  5.6261e+09
  7.1371e+01  3.7916e+09  1.1453e+08
  7.1371e+01 -1.5933e+11 -4.8127e+09
  7.1471e+01  1.8678e+11  5.6340e+09
  7.1471e+01  3.8022e+09  1.1469e+08
  7.1471e+01 -1.5978e+11 -4.8195e+09
  7.1572e+01  1.8731e+11  5.6419e+09
  7.1572e+01  3.8129e+09  1.1485e+08
  7.1572e+01 -1.6023e+11 -4.8262e+09
  7.1672e+01  1.8783e+11  5.6498e+09
  7.1672e+01  3.8236e+09  1.1501e+08
  7.1672e+01 -1.6067e+11 -4.8330e+09
  7.1772e+01  1.8835e+11  5.6577e+09
  7.1772e+01  3.8343e+09  1.1517e+08
  7.1772e+01 -1.6112e+11 -4.8397e+09
  7.1872e+01  1.8888e+11  5.6656e+09
  7.1872e+01  3.8450e+09  1.1533e+08
  7.1872e+01 -1.6157e+11 -4.8465e+09
  7.1972e+01  1.8941e+11  5.6735e+09
  7.1972e+01  3.8557e+09  1.1549e+08
  7.1972e+01 -1.6202e+11 -4.8532e+09
  7.2072e+01  1.8993e+11  5.6814e+09
  7.2072e+01  3.8664e+09  1.1565e+08
  7.2072e+01 -1.6247e+11 -4.8600e+09
  7.2172e+01  1.9046e+11  5.6893e+09
  7.2172e+01  3.8772e+09  1.1581e+08
  7.2172e+01 -1.6293e+11 -4.8667e+09
  7.2272e+01  1.9099e+11  5.6971e+09
  7.2272e+01  3.8879e+09  1.1597e+08
  7.2272e+01 -1.6338e+11 -4.8735e+09
  7.2372e+01  1.9152e+11  5.7050e+09
  7.2372e+01  3.8987e+09  1.1614e+08
  7.2372e+01 -1.6383e+11 -4.8802e+09
  7.2472e+01  1.9205e+11  5.7129e+09
  7.2472e+01  3.9095e+09  1.1630e+08
  7.2472e+01 -1.6428e+11 -4.8870e+09
  7.2573e+01  1.9258e+11  5.7208e+09
  7.2573e+01  3.9203e+09  1.1646e+08
  7.2573e+01 -1.6474e+11 -4.8937e+09
