# dt           R           V
  1.8118e+01  1.2003e+10  1.4282e+09
  1.8118e+01  2.4434e+08  2.9074e+07
  1.8118e+01 -1.0268e+10 -1.2217e+09
  1.8218e+01  1.2136e+10  1.4361e+09
  1.8218e+01  2.4705e+08  2.9235e+07
  1.8218e+01 -1.0382e+10 -1.2285e+09
  1.8318e+01  1.2270e+10  1.4440e+09
  1.8318e+01  2.4977e+08  2.9395e+07
  1.8318e+01 -1.0496e+10 -1.2352e+09
  1.8418e+01  1.2404e+10  1.4519e+09
  1.8418e+01  2.5251e+08  2.9556e+07
  1.8418e+01 -1.0611e+10 -1.2420e+09
  1.8519e+01  1.2540e+10  1.4598e+09
  1.8519e+01  2.5526e+08  2.9717e+07
  1.8519e+01 -1.0727e+10 -1.2487e+09
  1.8619e+01  1.2675e+10  1.4677e+09
  1.8619e+01  2.5803e+08  2.9877e+07
  1.8619e+01 -1.0843e+10 -1.2555e+09
  1.8719e+01  1.2812e+10  1.4756e+09
  1.8719e+01  2.6081e+08  3.0038e+07
  1.8719e+01 -1.0960e+10 -1.2622e+09
  1.8819e+01  1.2950e+10  1.4835e+09
  1.8819e+01  2.6361e+08  3.0198e+07
  1.8819e+01 -1.1077e+10 -1.2690e+09
  1.8919e+01  1.3088e+10  1.4914e+09
  1.8919e+01  2.6642e+08  3.0359e+07
  1.8919e+01 -1.1195e+10 -1.2757e+09
  1.9019e+01  1.3226e+10  1.4992e+09
  1.9019e+01  2.6925e+08  3.0520e+07
  1.9019e+01 -1.1314e+10 -1.2825e+09
  1.9119e+01  1.3366e+10  1.5071e+09
  1.9119e+01  2.7209e+08  3.0680e+07
  1.9119e+01 -1.1434e+10 -1.2892e+09
  1.9219e+01  1.3506e+10  1.5150e+09
  1.9219e+01  2.7495e+08  3.0841e+07
  1.9219e+01 -1.1554e+10 -1.2960e+09
  1.9319e+01  1.3647e+10  1.5229e+09
  1.9319e+01  2.7782e+08  3.1002e+07
  1.9319e+01 -1.1674e+10 -1.3027e+09
  1.9419e+01  1.3789e+10  1.5308e+09
  1.9419e+01  2.8070e+08  3.1162e+07
  1.9419e+01 -1.1796e+10 -1.3095e+09
  1.9520e+01  1.3932e+10  1.5387e+09
  1.9520e+01  2.8360e+08  3.1323e+07
  1.9520e+01 -1.1918e+10 -1.3162e+09
  1.9620e+01  1.4075e+10  1.5466e+09
  1.9620e+01  2.8652e+08  3.1483e+07
  1.9620e+01 -1.2040e+10 -1.3230e+09
  1.9720e+01  1.4219e+10  1.5545e+09
  1.9720e+01  2.8945e+08  3.1644e+07
  1.9720e+01 -1.2163e+10 -1.3297e+09
  1.9820e+01  1.4364e+10  1.5624e+09
  1.9820e+01  2.9240e+08  3.1805e+07
  1.9820e+01 -1.2287e+10 -1.3365e+09
  1.9920e+01  1.4509e+10  1.5703e+09
  1.9920e+01  2.9536e+08  3.1965e+07
  1.9920e+01 -1.2412e+10 -1.3432e+09
  2.0020e+01  1.4655e+10  1.5782e+09
  2.0020e+01  2.9833e+08  3.2126e+07
  2.0020e+01 -1.2537e+10 -1.3500e+09
  2.0120e+01  1.4802e+10  1.5860e+09
  2.0120e+01  3.0133e+08  3.2287e+07
  2.0120e+01 -1.2662e+10 -1.3567e+09
  2.0220e+01  1.4950e+10  1.5939e+09
  2.0220e+01  3.0433e+08  3.2447e+07
  2.0220e+01 -1.2789e+10 -1.3635e+09
  2.0320e+01  1.5098e+10  1.6018e+09
  2.0320e+01  3.0735e+08  3.2608e+07
  2.0320e+01 -1.2916e+10 -1.3702e+09
  2.0420e+01  1.5247e+10  1.6097e+09
  2.0420e+01  3.1039e+08  3.2769e+07
  2.0420e+01 -1.3043e+10 -1.3770e+09
  2.0521e+01  1.5397e+10  1.6176e+09
  2.0521e+01  3.1344e+08  3.2929e+07
  2.0521e+01 -1.3171e+10 -1.3837e+09
  2.0621e+01  1.5548e+10  1.6255e+09
  2.0621e+01  3.1650e+08  3.3090e+07
  2.0621e+01 -1.3300e+10 -1.3905e+09
  2.0721e+01  1.5699e+10  1.6334e+09
  2.0721e+01  3.1958e+08  3.3250e+07
  2.0721e+01 -1.3430e+10 -1.3972e+09
  2.0821e+01  1.5851e+10  1.6413e+09
  2.0821e+01  3.2268e+08  3.3411e+07
  2.0821e+01 -1.3560e+10 -1.4040e+09
  2.0921e+01  1.6004e+10  1.6492e+09
  2.0921e+01  3.2579e+08  3.3572e+07
  2.0921e+01 -1.3690e+10 -1.4107e+09
  2.1021e+01  1.6158e+10  1.6571e+09
  2.1021e+01  3.2891e+08  3.3732e+07
  2.1021e+01 -1.3822e+10 -1.4175e+09
  2.1121e+01  1.6312e+10  1.6650e+09
  2.1121e+01  3.3205e+08  3.3893e+07
  2.1121e+01 -1.3954e+10 -1.4242e+09
  2.1221e+01  1.6467e+10  1.6728e+09
  2.1221e+01  3.3521e+08  3.4054e+07
  2.1221e+01 -1.4086e+10 -1.4310e+09
  2.1321e+01  1.6623e+10  1.6807e+09
  2.1321e+01  3.3838e+08  3.4214e+07
  2.1321e+01 -1.4219e+10 -1.4377e+09
  2.1421e+01  1.6779e+10  1.6886e+09
  2.1421e+01  3.4156e+08  3.4375e+07
  2.1421e+01 -1.4353e+10 -1.4445e+09
  2.1522e+01  1.6936e+10  1.6965e+09
  2.1522e+01  3.4476e+08  3.4535e+07
  2.1522e+01 -1.4488e+10 -1.4512e+09
  2.1622e+01  1.7094e+10  1.7044e+09
  2.1622e+01  3.4798e+08  3.4696e+07
  2.1622e+01 -1.4623e+10 -1.4580e+09
  2.1722e+01  1.7253e+10  1.7123e+09
  2.1722e+01  3.5121e+08  3.4857e+07
  2.1722e+01 -1.4758e+10 -1.4647e+09
  2.1822e+01  1.7412e+10  1.7202e+09
  2.1822e+01  3.5445e+08  3.5017e+07
  2.1822e+01 -1.4895e+10 -1.4715e+09
  2.1922e+01  1.7572e+10  1.7281e+09
  2.1922e+01  3.5771e+08  3.5178e+07
  2.1922e+01 -1.5032e+10 -1.4782e+09
  2.2022e+01  1.7733e+10  1.7360e+09
  2.2022e+01  3.6098e+08  3.5339e+07
  2.2022e+01 -1.5169e+10 -1.4850e+09
  2.2122e+01  1.7895e+10  1.7439e+09
  2.2122e+01  3.6427e+08  3.5499e+07
  2.2122e+01 -1.5308e+10 -1.4917e+09
  2.2222e+01  1.8057e+10  1.7518e+09
  2.2222e+01  3.6758e+08  3.5660e+07
  2.2222e+01 -1.5446e+10 -1.4985e+09
  2.2322e+01  1.8220e+10  1.7596e+09
  2.2322e+01  3.7090e+08  3.5820e+07
  2.2322e+01 -1.5586e+10 -1.5052e+09
  2.2422e+01  1.8384e+10  1.7675e+09
  2.2422e+01  3.7423e+08  3.5981e+07
  2.2422e+01 -1.5726e+10 -1.5120e+09
  2.2523e+01  1.8548e+10  1.7754e+09
  2.2523e+01  3.7758e+08  3.6142e+07
  2.2523e+01 -1.5867e+10 -1.5187e+09
  2.2623e+01  1.8713e+10  1.7833e+09
  2.2623e+01  3.8094e+08  3.6302e+07
  2.2623e+01 -1.6008e+10 -1.5255e+09
  2.2723e+01  1.8879e+10  1.7912e+09
  2.2723e+01  3.8432e+08  3.6463e+07
  2.2723e+01 -1.6150e+10 -1.5322e+09
  2.2823e+01  1.9046e+10  1.7991e+09
  2.2823e+01  3.8772e+08  3.6624e+07
  2.2823e+01 -1.6293e+10 -1.5390e+09
  2.2923e+01  1.9214e+10  1.8070e+09
  2.2923e+01  3.9112e+08  3.6784e+07
  2.2923e+01 -1.6436e+10 -1.5457e+09
  2.3023e+01  1.9382e+10  1.8149e+09
  2.3023e+01  3.9455e+08  3.6945e+07
  2.3023e+01 -1.6580e+10 -1.5525e+09
  2.3123e+01  1.9551e+10  1.8228e+09
  2.3123e+01  3.9799e+08  3.7106e+07
  2.3123e+01 -1.6724e+10 -1.5592e+09
  2.3223e+01  1.9720e+10  1.8307e+09
  2.3223e+01  4.0144e+08  3.7266e+07
  2.3223e+01 -1.6869e+10 -1.5660e+09
  2.3323e+01  1.9891e+10  1.8386e+09
  2.3323e+01  4.0491e+08  3.7427e+07
  2.3323e+01 -1.7015e+10 -1.5727e+09
  2.3423e+01  2.0062e+10  1.8464e+09
  2.3423e+01  4.0839e+08  3.7587e+07
  2.3423e+01 -1.7161e+10 -1.5795e+09
  2.3524e+01  2.0234e+10  1.8543e+09
  2.3524e+01  4.1189e+08  3.7748e+07
  2.3524e+01 -1.7308e+10 -1.5862e+09
  2.3624e+01  2.0406e+10  1.8622e+09
  2.3624e+01  4.1540e+08  3.7909e+07
  2.3624e+01 -1.7456e+10 -1.5930e+09
  2.3724e+01  2.0579e+10  1.8701e+09
  2.3724e+01  4.1893e+08  3.8069e+07
  2.3724e+01 -1.7604e+10 -1.5997e+09
  2.3824e+01  2.0753e+10  1.8780e+09
  2.3824e+01  4.2247e+08  3.8230e+07
  2.3824e+01 -1.7753e+10 -1.6065e+09
  2.3924e+01  2.0928e+10  1.8859e+09
  2.3924e+01  4.2603e+08  3.8391e+07
  2.3924e+01 -1.7903e+10 -1.6132e+09
  2.4024e+01  2.1104e+10  1.8938e+09
  2.4024e+01  4.2960e+08  3.8551e+07
  2.4024e+01 -1.8053e+10 -1.6200e+09
  2.4124e+01  2.1280e+10  1.9017e+09
  2.4124e+01  4.3319e+08  3.8712e+07
  2.4124e+01 -1.8203e+10 -1.6267e+09
  2.4224e+01  2.1457e+10  1.9096e+09
  2.4224e+01  4.3679e+08  3.8872e+07
  2.4224e+01 -1.8355e+10 -1.6335e+09
  2.4324e+01  2.1635e+10  1.9175e+09
  2.4324e+01  4.4041e+08  3.9033e+07
  2.4324e+01 -1.8507e+10 -1.6402e+09
  2.4424e+01  2.1813e+10  1.9254e+09
  2.4424e+01  4.4404e+08  3.9194e+07
  2.4424e+01 -1.8659e+10 -1.6470e+09
  2.4525e+01  2.1992e+10  1.9332e+09
  2.4525e+01  4.4769e+08  3.9354e+07
  2.4525e+01 -1.8813e+10 -1.6537e+09
  2.4625e+01  2.2172e+10  1.9411e+09
  2.4625e+01  4.5135e+08  3.9515e+07
  2.4625e+01 -1.8967e+10 -1.6605e+09
  2.4725e+01  2.2353e+10  1.9490e+09
  2.4725e+01  4.5503e+08  3.9676e+07
  2.4725e+01 -1.9121e+10 -1.6672e+09
  2.4825e+01  2.2534e+10  1.9569e+09
  2.4825e+01  4.5872e+08  3.9836e+07
  2.4825e+01 -1.9276e+10 -1.6740e+09
  2.4925e+01  2.2716e+10  1.9648e+09
  2.4925e+01  4.6243e+08  3.9997e+07
  2.4925e+01 -1.9432e+10 -1.6807e+09
  2.5025e+01  2.2899e+10  1.9727e+09
  2.5025e+01  4.6615e+08  4.0157e+07
  2.5025e+01 -1.9588e+10 -1.6875e+09
  2.5125e+01  2.3083e+10  1.9806e+09
  2.5125e+01  4.6988e+08  4.0318e+07
  2.5125e+01 -1.9745e+10 -1.6942e+09
  2.5225e+01  2.3267e+10  1.9885e+09
  2.5225e+01  4.7364e+08  4.0479e+07
  2.5225e+01 -1.9903e+10 -1.7010e+09
  2.5325e+01  2.3452e+10  1.9964e+09
  2.5325e+01  4.7740e+08  4.0639e+07
  2.5325e+01 -2.0061e+10 -1.7077e+09
  2.5425e+01  2.3638e+10  2.0043e+09
  2.5425e+01  4.8118e+08  4.0800e+07
  2.5425e+01 -2.0220e+10 -1.7145e+09
  2.5526e+01  2.3824e+10  2.0122e+09
  2.5526e+01  4.8498e+08  4.0961e+07
  2.5526e+01 -2.0380e+10 -1.7212e+09
  2.5626e+01  2.4011e+10  2.0200e+09
  2.5626e+01  4.8879e+08  4.1121e+07
  2.5626e+01 -2.0540e+10 -1.7280e+09
  2.5726e+01  2.4199e+10  2.0279e+09
  2.5726e+01  4.9262e+08  4.1282e+07
  2.5726e+01 -2.0701e+10 -1.7347e+09
  2.5826e+01  2.4388e+10  2.0358e+09
  2.5826e+01  4.9646e+08  4.1443e+07
  2.5826e+01 -2.0862e+10 -1.7415e+09
  2.5926e+01  2.4577e+10  2.0437e+09
  2.5926e+01  5.0031e+08  4.1603e+07
  2.5926e+01 -2.1024e+10 -1.7482e+09
  2.6026e+01  2.4768e+10  2.0516e+09
  2.6026e+01  5.0419e+08  4.1764e+07
  2.6026e+01 -2.1187e+10 -1.7550e+09
  2.6126e+01  2.4958e+10  2.0595e+09
  2.6126e+01  5.0807e+08  4.1924e+07
  2.6126e+01 -2.1350e+10 -1.7617e+09
  2.6226e+01  2.5150e+10  2.0674e+09
  2.6226e+01  5.1197e+08  4.2085e+07
  2.6226e+01 -2.1514e+10 -1.7685e+09
  2.6326e+01  2.5342e+10  2.0753e+09
  2.6326e+01  5.1589e+08  4.2246e+07
  2.6326e+01 -2.1679e+10 -1.7752e+09
  2.6426e+01  2.5536e+10  2.0832e+09
  2.6426e+01  5.1982e+08  4.2406e+07
  2.6426e+01 -2.1844e+10 -1.7820e+09
  2.6527e+01  2.5729e+10  2.0911e+09
  2.6527e+01  5.2376e+08  4.2567e+07
  2.6527e+01 -2.2010e+10 -1.7887e+09
  2.6627e+01  2.5924e+10  2.0989e+09
  2.6627e+01  5.2772e+08  4.2728e+07
  2.6627e+01 -2.2176e+10 -1.7955e+09
  2.6727e+01  2.6119e+10  2.1068e+09
  2.6727e+01  5.3170e+08  4.2888e+07
  2.6727e+01 -2.2343e+10 -1.8022e+09
  2.6827e+01  2.6315e+10  2.1147e+09
  2.6827e+01  5.3569e+08  4.3049e+07
  2.6827e+01 -2.2511e+10 -1.8090e+09
  2.6927e+01  2.6512e+10  2.1226e+09
  2.6927e+01  5.3969e+08  4.3209e+07
  2.6927e+01 -2.2679e+10 -1.8157e+09
  2.7027e+01  2.6709e+10  2.1305e+09
  2.7027e+01  5.4371e+08  4.3370e+07
  2.7027e+01 -2.2848e+10 -1.8225e+09
  2.7127e+01  2.6908e+10  2.1384e+09
  2.7127e+01  5.4775e+08  4.3531e+07
  2.7127e+01 -2.3018e+10 -1.8292e+09
  2.7227e+01  2.7107e+10  2.1463e+09
  2.7227e+01  5.5180e+08  4.3691e+07
  2.7227e+01 -2.3188e+10 -1.8360e+09
  2.7327e+01  2.7306e+10  2.1542e+09
  2.7327e+01  5.5586e+08  4.3852e+07
  2.7327e+01 -2.3359e+10 -1.8427e+09
  2.7427e+01  2.7507e+10  2.1621e+09
  2.7427e+01  5.5994e+08  4.4013e+07
  2.7427e+01 -2.3530e+10 -1.8495e+09
  2.7528e+01  2.7708e+10  2.1700e+09
  2.7528e+01  5.6404e+08  4.4173e+07
  2.7528e+01 -2.3702e+10 -1.8562e+09
  2.7628e+01  2.7910e+10  2.1779e+09
  2.7628e+01  5.6815e+08  4.4334e+07
  2.7628e+01 -2.3875e+10 -1.8630e+09
  2.7728e+01  2.8112e+10  2.1857e+09
  2.7728e+01  5.7227e+08  4.4494e+07
  2.7728e+01 -2.4048e+10 -1.8697e+09
  2.7828e+01  2.8316e+10  2.1936e+09
  2.7828e+01  5.7641e+08  4.4655e+07
  2.7828e+01 -2.4222e+10 -1.8765e+09
  2.7928e+01  2.8520e+10  2.2015e+09
  2.7928e+01  5.8057e+08  4.4816e+07
  2.7928e+01 -2.4397e+10 -1.8832e+09
  2.8028e+01  2.8725e+10  2.2094e+09
  2.8028e+01  5.8474e+08  4.4976e+07
  2.8028e+01 -2.4572e+10 -1.8900e+09
  2.8128e+01  2.8930e+10  2.2173e+09
  2.8128e+01  5.8892e+08  4.5137e+07
  2.8128e+01 -2.4748e+10 -1.8967e+09
  2.8228e+01  2.9136e+10  2.2252e+09
  2.8228e+01  5.9312e+08  4.5298e+07
  2.8228e+01 -2.4924e+10 -1.9035e+09
  2.8328e+01  2.9343e+10  2.2331e+09
  2.8328e+01  5.9733e+08  4.5458e+07
  2.8328e+01 -2.5101e+10 -1.9102e+09
  2.8428e+01  2.9551e+10  2.2410e+09
  2.8428e+01  6.0156e+08  4.5619e+07
  2.8428e+01 -2.5279e+10 -1.9170e+09
  2.8529e+01  2.9760e+10  2.2489e+09
  2.8529e+01  6.0581e+08  4.5780e+07
  2.8529e+01 -2.5457e+10 -1.9237e+09
  2.8629e+01  2.9969e+10  2.2568e+09
  2.8629e+01  6.1006e+08  4.5940e+07
  2.8629e+01 -2.5636e+10 -1.9305e+09
  2.8729e+01  3.0179e+10  2.2647e+09
  2.8729e+01  6.1434e+08  4.6101e+07
  2.8729e+01 -2.5816e+10 -1.9372e+09
  2.8829e+01  3.0389e+10  2.2725e+09
  2.8829e+01  6.1863e+08  4.6261e+07
  2.8829e+01 -2.5996e+10 -1.9440e+09
  2.8929e+01  3.0601e+10  2.2804e+09
  2.8929e+01  6.2293e+08  4.6422e+07
  2.8929e+01 -2.6177e+10 -1.9507e+09
  2.9029e+01  3.0813e+10  2.2883e+09
  2.9029e+01  6.2725e+08  4.6583e+07
  2.9029e+01 -2.6358e+10 -1.9575e+09
  2.9129e+01  3.1026e+10  2.2962e+09
  2.9129e+01  6.3158e+08  4.6743e+07
  2.9129e+01 -2.6540e+10 -1.9642e+09
  2.9229e+01  3.1239e+10  2.3041e+09
  2.9229e+01  6.3593e+08  4.6904e+07
  2.9229e+01 -2.6723e+10 -1.9710e+09
  2.9329e+01  3.1454e+10  2.3120e+09
  2.9329e+01  6.4029e+08  4.7065e+07
  2.9329e+01 -2.6906e+10 -1.9777e+09
  2.9429e+01  3.1669e+10  2.3199e+09
  2.9429e+01  6.4467e+08  4.7225e+07
  2.9429e+01 -2.7090e+10 -1.9845e+09
  2.9530e+01  3.1885e+10  2.3278e+09
  2.9530e+01  6.4906e+08  4.7386e+07
  2.9530e+01 -2.7275e+10 -1.9912e+09
  2.9630e+01  3.2101e+10  2.3357e+09
  2.9630e+01  6.5347e+08  4.7546e+07
  2.9630e+01 -2.7460e+10 -1.9980e+09
  2.9730e+01  3.2318e+10  2.3436e+09
  2.9730e+01  6.5789e+08  4.7707e+07
  2.9730e+01 -2.7646e+10 -2.0047e+09
  2.9830e+01  3.2536e+10  2.3515e+09
  2.9830e+01  6.6233e+08  4.7868e+07
  2.9830e+01 -2.7833e+10 -2.0115e+09
  2.9930e+01  3.2755e+10  2.3593e+09
  2.9930e+01  6.6679e+08  4.8028e+07
  2.9930e+01 -2.8020e+10 -2.0182e+09
  3.0030e+01  3.2975e+10  2.3672e+09
  3.0030e+01  6.7125e+08  4.8189e+07
  3.0030e+01 -2.8207e+10 -2.0250e+09
  3.0130e+01  3.3195e+10  2.3751e+09
  3.0130e+01  6.7574e+08  4.8350e+07
  3.0130e+01 -2.8396e+10 -2.0317e+09
  3.0230e+01  3.3416e+10  2.3830e+09
  3.0230e+01  6.8023e+08  4.8510e+07
  3.0230e+01 -2.8585e+10 -2.0385e+09
  3.0330e+01  3.3637e+10  2.3909e+09
  3.0330e+01  6.8474e+08  4.8671e+07
  3.0330e+01 -2.8774e+10 -2.0452e+09
  3.0430e+01  3.3860e+10  2.3988e+09
  3.0430e+01  6.8927e+08  4.8831e+07
  3.0430e+01 -2.8965e+10 -2.0520e+09
  3.0531e+01  3.4083e+10  2.4067e+09
  3.0531e+01  6.9381e+08  4.8992e+07
  3.0531e+01 -2.9155e+10 -2.0587e+09
  3.0631e+01  3.4307e+10  2.4146e+09
  3.0631e+01  6.9837e+08  4.9153e+07
  3.0631e+01 -2.9347e+10 -2.0655e+09
  3.0731e+01  3.4531e+10  2.4225e+09
  3.0731e+01  7.0294e+08  4.9313e+07
  3.0731e+01 -2.9539e+10 -2.0722e+09
  3.0831e+01  3.4757e+10  2.4304e+09
  3.0831e+01  7.0753e+08  4.9474e+07
  3.0831e+01 -2.9732e+10 -2.0790e+09
  3.0931e+01  3.4983e+10  2.4383e+09
  3.0931e+01  7.1213e+08  4.9635e+07
  3.0931e+01 -2.9925e+10 -2.0857e+09
  3.1031e+01  3.5210e+10  2.4461e+09
  3.1031e+01  7.1675e+08  4.9795e+07
  3.1031e+01 -3.0119e+10 -2.0925e+09
  3.1131e+01  3.5437e+10  2.4540e+09
  3.1131e+01  7.2138e+08  4.9956e+07
  3.1131e+01 -3.0314e+10 -2.0992e+09
  3.1231e+01  3.5665e+10  2.4619e+09
  3.1231e+01  7.2603e+08  5.0117e+07
  3.1231e+01 -3.0509e+10 -2.1060e+09
  3.1331e+01  3.5894e+10  2.4698e+09
  3.1331e+01  7.3069e+08  5.0277e+07
  3.1331e+01 -3.0705e+10 -2.1127e+09
  3.1431e+01  3.6124e+10  2.4777e+09
  3.1431e+01  7.3536e+08  5.0438e+07
  3.1431e+01 -3.0901e+10 -2.1195e+09
  3.1532e+01  3.6355e+10  2.4856e+09
  3.1532e+01  7.4006e+08  5.0598e+07
  3.1532e+01 -3.1099e+10 -2.1262e+09
  3.1632e+01  3.6586e+10  2.4935e+09
  3.1632e+01  7.4476e+08  5.0759e+07
  3.1632e+01 -3.1296e+10 -2.1330e+09
  3.1732e+01  3.6818e+10  2.5014e+09
  3.1732e+01  7.4948e+08  5.0920e+07
  3.1732e+01 -3.1495e+10 -2.1397e+09
  3.1832e+01  3.7050e+10  2.5093e+09
  3.1832e+01  7.5422e+08  5.1080e+07
  3.1832e+01 -3.1694e+10 -2.1465e+09
  3.1932e+01  3.7284e+10  2.5172e+09
  3.1932e+01  7.5897e+08  5.1241e+07
  3.1932e+01 -3.1893e+10 -2.1532e+09
  3.2032e+01  3.7518e+10  2.5251e+09
  3.2032e+01  7.6374e+08  5.1402e+07
  3.2032e+01 -3.2094e+10 -2.1600e+09
  3.2132e+01  3.7753e+10  2.5329e+09
  3.2132e+01  7.6852e+08  5.1562e+07
  3.2132e+01 -3.2295e+10 -2.1667e+09
  3.2232e+01  3.7988e+10  2.5408e+09
  3.2232e+01  7.7331e+08  5.1723e+07
  3.2232e+01 -3.2496e+10 -2.1735e+09
  3.2332e+01  3.8225e+10  2.5487e+09
  3.2332e+01  7.7812e+08  5.1883e+07
  3.2332e+01 -3.2698e+10 -2.1802e+09
  3.2432e+01  3.8462e+10  2.5566e+09
  3.2432e+01  7.8295e+08  5.2044e+07
  3.2432e+01 -3.2901e+10 -2.1870e+09
  3.2533e+01  3.8699e+10  2.5645e+09
  3.2533e+01  7.8779e+08  5.2205e+07
  3.2533e+01 -3.3104e+10 -2.1937e+09
  3.2633e+01  3.8938e+10  2.5724e+09
  3.2633e+01  7.9265e+08  5.2365e+07
  3.2633e+01 -3.3308e+10 -2.2005e+09
  3.2733e+01  3.9177e+10  2.5803e+09
  3.2733e+01  7.9752e+08  5.2526e+07
  3.2733e+01 -3.3513e+10 -2.2072e+09
  3.2833e+01  3.9417e+10  2.5882e+09
  3.2833e+01  8.0240e+08  5.2687e+07
  3.2833e+01 -3.3718e+10 -2.2140e+09
  3.2933e+01  3.9658e+10  2.5961e+09
  3.2933e+01  8.0730e+08  5.2847e+07
  3.2933e+01 -3.3924e+10 -2.2207e+09
  3.3033e+01  3.9899e+10  2.6040e+09
  3.3033e+01  8.1222e+08  5.3008e+07
  3.3033e+01 -3.4131e+10 -2.2275e+09
  3.3133e+01  4.0141e+10  2.6119e+09
  3.3133e+01  8.1715e+08  5.3169e+07
  3.3133e+01 -3.4338e+10 -2.2342e+09
  3.3233e+01  4.0384e+10  2.6197e+09
  3.3233e+01  8.2209e+08  5.3329e+07
  3.3233e+01 -3.4546e+10 -2.2410e+09
  3.3333e+01  4.0628e+10  2.6276e+09
  3.3333e+01  8.2705e+08  5.3490e+07
  3.3333e+01 -3.4754e+10 -2.2477e+09
  3.3433e+01  4.0872e+10  2.6355e+09
  3.3433e+01  8.3203e+08  5.3650e+07
  3.3433e+01 -3.4963e+10 -2.2545e+09
  3.3534e+01  4.1118e+10  2.6434e+09
  3.3534e+01  8.3701e+08  5.3811e+07
  3.3534e+01 -3.5173e+10 -2.2612e+09
  3.3634e+01  4.1363e+10  2.6513e+09
  3.3634e+01  8.4202e+08  5.3972e+07
  3.3634e+01 -3.5383e+10 -2.2680e+09
  3.3734e+01  4.1610e+10  2.6592e+09
  3.3734e+01  8.4704e+08  5.4132e+07
  3.3734e+01 -3.5594e+10 -2.2747e+09
  3.3834e+01  4.1857e+10  2.6671e+09
  3.3834e+01  8.5207e+08  5.4293e+07
  3.3834e+01 -3.5806e+10 -2.2815e+09
  3.3934e+01  4.2105e+10  2.6750e+09
  3.3934e+01  8.5712e+08  5.4454e+07
  3.3934e+01 -3.6018e+10 -2.2882e+09
  3.4034e+01  4.2354e+10  2.6829e+09
  3.4034e+01  8.6219e+08  5.4614e+07
  3.4034e+01 -3.6231e+10 -2.2950e+09
  3.4134e+01  4.2604e+10  2.6908e+09
  3.4134e+01  8.6727e+08  5.4775e+07
  3.4134e+01 -3.6444e+10 -2.3017e+09
  3.4234e+01  4.2854e+10  2.6986e+09
  3.4234e+01  8.7236e+08  5.4935e+07
  3.4234e+01 -3.6658e+10 -2.3085e+09
  3.4334e+01  4.3105e+10  2.7065e+09
  3.4334e+01  8.7747e+08  5.5096e+07
  3.4334e+01 -3.6873e+10 -2.3152e+09
  3.4434e+01  4.3357e+10  2.7144e+09
  3.4434e+01  8.8259e+08  5.5257e+07
  3.4434e+01 -3.7088e+10 -2.3220e+09
  3.4535e+01  4.3609e+10  2.7223e+09
  3.4535e+01  8.8773e+08  5.5417e+07
  3.4535e+01 -3.7304e+10 -2.3287e+09
  3.4635e+01  4.3862e+10  2.7302e+09
  3.4635e+01  8.9289e+08  5.5578e+07
  3.4635e+01 -3.7521e+10 -2.3355e+09
  3.4735e+01  4.4116e+10  2.7381e+09
  3.4735e+01  8.9805e+08  5.5739e+07
  3.4735e+01 -3.7738e+10 -2.3422e+09
  3.4835e+01  4.4371e+10  2.7460e+09
  3.4835e+01  9.0324e+08  5.5899e+07
  3.4835e+01 -3.7956e+10 -2.3490e+09
  3.4935e+01  4.4626e+10  2.7539e+09
  3.4935e+01  9.0844e+08  5.6060e+07
  3.4935e+01 -3.8174e+10 -2.3557e+09
  3.5035e+01  4.4882e+10  2.7618e+09
  3.5035e+01  9.1365e+08  5.6220e+07
  3.5035e+01 -3.8393e+10 -2.3625e+09
  3.5135e+01  4.5139e+10  2.7697e+09
  3.5135e+01  9.1888e+08  5.6381e+07
  3.5135e+01 -3.8613e+10 -2.3692e+09
  3.5235e+01  4.5397e+10  2.7776e+09
  3.5235e+01  9.2412e+08  5.6542e+07
  3.5235e+01 -3.8833e+10 -2.3760e+09
  3.5335e+01  4.5655e+10  2.7854e+09
  3.5335e+01  9.2938e+08  5.6702e+07
  3.5335e+01 -3.9054e+10 -2.3827e+09
  3.5435e+01  4.5914e+10  2.7933e+09
  3.5435e+01  9.3465e+08  5.6863e+07
  3.5435e+01 -3.9276e+10 -2.3895e+09
  3.5536e+01  4.6174e+10  2.8012e+09
  3.5536e+01  9.3994e+08  5.7024e+07
  3.5536e+01 -3.9498e+10 -2.3962e+09
  3.5636e+01  4.6434e+10  2.8091e+09
  3.5636e+01  9.4524e+08  5.7184e+07
  3.5636e+01 -3.9721e+10 -2.4030e+09
  3.5736e+01  4.6695e+10  2.8170e+09
  3.5736e+01  9.5056e+08  5.7345e+07
  3.5736e+01 -3.9944e+10 -2.4097e+09
  3.5836e+01  4.6957e+10  2.8249e+09
  3.5836e+01  9.5589e+08  5.7506e+07
  3.5836e+01 -4.0169e+10 -2.4165e+09
  3.5936e+01  4.7220e+10  2.8328e+09
  3.5936e+01  9.6124e+08  5.7666e+07
  3.5936e+01 -4.0393e+10 -2.4232e+09
  3.6036e+01  4.7483e+10  2.8407e+09
  3.6036e+01  9.6660e+08  5.7827e+07
  3.6036e+01 -4.0619e+10 -2.4300e+09
  3.6136e+01  4.7748e+10  2.8486e+09
  3.6136e+01  9.7198e+08  5.7987e+07
  3.6136e+01 -4.0845e+10 -2.4367e+09
  3.6236e+01  4.8013e+10  2.8565e+09
  3.6236e+01  9.7737e+08  5.8148e+07
